,euclidean_distance,hdf5_idx
8696,356.64,2331
8697,356.64,7141
8698,356.64,8732
8699,356.63,2185
8700,356.63,5492
8701,356.63,6931
8702,356.63,8355
8703,356.63,13696
8704,356.62,601
8705,356.62,12823
8706,356.62,13165
8707,356.62,14973
8708,356.61,11518
8709,356.61,12227
8710,356.6,12706
8711,356.6,15449
8712,356.6,17743
8713,356.59,676
8714,356.59,7196
8715,356.59,13085
8716,356.58,9426
8717,356.57,10449
8718,356.57,12557
8719,356.57,15613
8720,356.57,15722
8721,356.57,16161
8722,356.56,13180
8723,356.56,13524
8724,356.56,15941
8725,356.55,3891
8726,356.54,18127
8727,356.53,2413
8728,356.53,12007
8729,356.53,16179
8730,356.53,17357
8731,356.52,18758
8732,356.51,202
8733,356.51,2290
8734,356.51,7165
8735,356.51,14223
8736,356.5,3868
8737,356.5,8651
8738,356.5,14061
8739,356.5,16404
8740,356.49,5208
8741,356.49,6278
8742,356.49,9311
8743,356.49,13318
8744,356.49,18256
8745,356.49,18557
8746,356.48,4348
8747,356.48,6689
8748,356.48,7274
8749,356.48,16902
8750,356.47,7574
8751,356.47,11654
8752,356.46,5038
8753,356.45,10788
8754,356.44,7066
8755,356.44,16699
8756,356.43,6391
8757,356.43,16883
8758,356.43,16895
8759,356.42,10639
8760,356.42,11389
8761,356.42,13582
8762,356.42,18339
8763,356.4,1218
8764,356.4,8409
8765,356.4,11871
8766,356.39,1376
8767,356.39,8900
8768,356.38,2502
8769,356.37,110
8770,356.37,12847
8771,356.37,14847
8772,356.36,10330
8773,356.36,10394
8774,356.35,6503
8775,356.35,11305
8776,356.34,10288
8777,356.34,13792
8778,356.33,10598
8779,356.33,10891
8780,356.32,14925
8781,356.31,2370
8782,356.31,4225
8783,356.31,8098
8784,356.3,2902
8785,356.3,3474
8786,356.3,4701
8787,356.3,8194
8788,356.29,10262
8789,356.28,4642
8790,356.28,10521
8791,356.28,14328
8792,356.28,15195
8793,356.27,5644
8794,356.27,6107
8795,356.27,11397
8796,356.27,13406
8797,356.27,16190
8798,356.27,16993
8799,356.25,2724
8800,356.25,5251
8801,356.25,17572
8802,356.24,1778
8803,356.24,11359
8804,356.23,4702
8805,356.23,9069
8806,356.22,3479
8807,356.22,13023
8808,356.2,7097
8809,356.19,8182
8810,356.19,15818
8811,356.18,2907
8812,356.18,12687
8813,356.18,15004
8814,356.17,7406
8815,356.17,8365
8816,356.16,6366
8817,356.16,10153
8818,356.16,10702
8819,356.16,16872
8820,356.16,18191
8821,356.16,18359
8822,356.15,18117
8823,356.14,13282
8824,356.14,15128
8825,356.13,8861
8826,356.13,14640
8827,356.13,18548
8828,356.12,11082
8829,356.12,17159
8830,356.11,9787
8831,356.1,18244
8832,356.09,443
8833,356.09,4270
8834,356.09,4801
8835,356.09,17796
8836,356.08,2429
8837,356.08,4409
8838,356.08,4867
8839,356.08,11465
8840,356.08,13975
8841,356.08,17457
8842,356.08,18056
8843,356.07,5071
8844,356.06,11605
8845,356.06,16377
8846,356.05,9595
8847,356.03,8189
8848,356.02,2085
8849,356.02,7955
8850,356.02,14251
8851,356.02,18480
8852,356.01,10694
8853,355.99,2694
8854,355.99,3160
8855,355.99,17878
8856,355.98,650
8857,355.98,4939
8858,355.98,7590
8859,355.98,15522
8860,355.98,16039
8861,355.97,66
8862,355.97,5266
8863,355.97,14337
8864,355.97,17039
8865,355.96,17132
8866,355.95,10566
8867,355.94,3954
8868,355.94,13669
8869,355.94,17804
8870,355.93,1521
8871,355.93,5127
8872,355.92,18258
8873,355.89,8473
8874,355.89,11130
8875,355.89,14955
8876,355.87,9367
8877,355.87,17567
8878,355.86,1707
8879,355.86,9484
8880,355.85,3317
8881,355.85,10785
8882,355.84,13049
8883,355.83,11302
8884,355.83,16347
8885,355.82,2264
8886,355.82,7520
8887,355.81,3846
8888,355.81,5576
8889,355.81,11515
8890,355.81,18333
8891,355.81,18845
8892,355.8,384
8893,355.8,2314
8894,355.8,13531
8895,355.79,6742
8896,355.79,7609
8897,355.79,10872
8898,355.79,11216
8899,355.79,16881
8900,355.79,18032
8901,355.78,5451
8902,355.78,7499
8903,355.77,3910
8904,355.76,3907
8905,355.76,5882
8906,355.76,13112
8907,355.75,124
8908,355.75,4200
8909,355.75,5430
8910,355.75,8174
8911,355.75,18461
8912,355.74,9387
8913,355.72,3894
8914,355.72,10224
8915,355.72,15038
8916,355.72,15266
8917,355.71,8978
8918,355.71,13102
8919,355.7,431
8920,355.7,6821
8921,355.7,8113
8922,355.69,12102
8923,355.68,894
8924,355.68,2670
8925,355.68,4114
8926,355.68,9694
8927,355.68,16619
8928,355.68,17092
8929,355.67,3036
8930,355.67,5184
8931,355.67,18653
8932,355.66,3122
8933,355.65,4328
8934,355.65,5863
8935,355.65,10770
8936,355.64,16321
8937,355.63,2656
8938,355.63,7675
8939,355.63,12689
8940,355.63,16157
8941,355.62,3192
8942,355.62,17104
8943,355.61,5087
8944,355.61,8271
8945,355.6,18418
8946,355.59,17949
8947,355.58,565
8948,355.56,9747
8949,355.54,1208
8950,355.54,14211
8951,355.54,16475
8952,355.53,592
8953,355.53,17175
8954,355.52,9642
8955,355.51,5249
8956,355.51,11388
8957,355.49,2906
8958,355.49,3068
8959,355.49,13617
8960,355.48,681
8961,355.48,1220
8962,355.48,4877
8963,355.48,7828
8964,355.47,2465
8965,355.47,4613
8966,355.47,10799
8967,355.47,11109
8968,355.47,12799
8969,355.47,13267
8970,355.47,15687
8971,355.46,1290
8972,355.44,10901
8973,355.44,17929
8974,355.43,4890
8975,355.43,13556
8976,355.43,17342
8977,355.42,1610
8978,355.42,3233
8979,355.42,9698
8980,355.42,14115
8981,355.42,14321
8982,355.42,15749
8983,355.42,17621
8984,355.41,3206
8985,355.41,12731
8986,355.4,4059
8987,355.39,7972
8988,355.39,15139
8989,355.38,4378
8990,355.38,10849
8991,355.38,15906
8992,355.37,1565
8993,355.37,9055
8994,355.37,14753
8995,355.36,12409
8996,355.35,3549
8997,355.35,6949
8998,355.35,9932
8999,355.35,10467
9000,355.35,14462
9001,355.34,4804
9002,355.34,6595
9003,355.34,10185
9004,355.33,10445
9005,355.33,15742
9006,355.33,16602
9007,355.32,526
9008,355.32,5762
9009,355.32,6547
9010,355.32,13129
9011,355.31,2126
9012,355.31,7119
9013,355.31,9518
9014,355.31,15568
9015,355.3,8500
9016,355.29,3735
9017,355.29,13029
9018,355.29,15285
9019,355.27,1499
9020,355.27,7163
9021,355.27,8822
9022,355.27,10487
9023,355.27,18017
9024,355.27,18599
9025,355.26,446
9026,355.25,18475
9027,355.23,6541
9028,355.23,17306
9029,355.22,10712
9030,355.22,13449
9031,355.22,18888
9032,355.21,6242
9033,355.21,8309
9034,355.21,12115
9035,355.2,7205
9036,355.19,17155
9037,355.19,17774
9038,355.19,18026
9039,355.18,459
9040,355.18,5808
9041,355.18,7279
9042,355.18,15853
9043,355.17,2008
9044,355.17,14444
9045,355.16,874
9046,355.16,8513
9047,355.16,15239
9048,355.15,7785
9049,355.15,13201
9050,355.15,13602
9051,355.14,379
9052,355.14,6293
9053,355.13,9678
9054,355.12,4219
9055,355.12,7469
9056,355.12,17769
9057,355.11,1585
9058,355.1,439
9059,355.1,14447
9060,355.09,5200
9061,355.09,10102
9062,355.09,11671
9063,355.09,15660
9064,355.08,16656
9065,355.08,18143
9066,355.07,1457
9067,355.07,9270
9068,355.07,10155
9069,355.07,15729
9070,355.07,18582
9071,355.06,8961
9072,355.06,17770
9073,355.05,12337
9074,355.04,1177
9075,355.04,13701
9076,355.02,2814
9077,355.02,5556
9078,355.02,6749
9079,355.02,9255
9080,355.01,8065
9081,355.01,9032
9082,355.0,5740
9083,355.0,10765
9084,355.0,12764
9085,355.0,16107
9086,354.99,2817
9087,354.99,14544
9088,354.97,1426
9089,354.95,2552
9090,354.95,2687
9091,354.95,9224
9092,354.95,14746
9093,354.95,18950
9094,354.94,1197
9095,354.94,4755
9096,354.93,1667
9097,354.93,14838
9098,354.92,8920
9099,354.92,9745
9100,354.92,13626
9101,354.92,16575
9102,354.91,8462
9103,354.91,9257
9104,354.9,3275
9105,354.9,4663
9106,354.9,4713
9107,354.89,14611
9108,354.88,7331
9109,354.88,8746
9110,354.88,18659
9111,354.87,2241
9112,354.87,3528
9113,354.87,3983
9114,354.87,10774
9115,354.87,17829
9116,354.86,2574
9117,354.86,9170
9118,354.86,12300
9119,354.86,13108
9120,354.86,15377
9121,354.86,18605
9122,354.85,1723
9123,354.85,8137
9124,354.85,16270
9125,354.84,5776
9126,354.83,18919
9127,354.82,16437
9128,354.81,10184
9129,354.81,13345
9130,354.81,16021
9131,354.8,2192
9132,354.8,11047
9133,354.79,6523
9134,354.79,14122
9135,354.78,1944
9136,354.78,2614
9137,354.78,17958
9138,354.76,9203
9139,354.76,11622
9140,354.75,3487
9141,354.75,12218
9142,354.75,18302
9143,354.74,9943
9144,354.74,12824
9145,354.73,11092
9146,354.73,13087
9147,354.73,18282
9148,354.72,2051
9149,354.72,4690
9150,354.72,15874
9151,354.71,11670
9152,354.7,4015
9153,354.7,5876
9154,354.7,9065
9155,354.7,11697
9156,354.69,213
9157,354.69,2541
9158,354.69,7819
9159,354.69,9447
9160,354.69,17232
9161,354.68,5338
9162,354.68,12600
9163,354.68,13989
9164,354.68,18889
9165,354.66,2723
9166,354.66,4373
9167,354.66,9338
9168,354.66,13502
9169,354.66,17632
9170,354.65,16410
9171,354.64,1451
9172,354.64,1637
9173,354.64,3577
9174,354.64,4108
9175,354.63,3617
9176,354.63,12126
9177,354.63,17964
9178,354.63,18338
9179,354.62,5506
9180,354.62,11131
9181,354.62,12221
9182,354.61,5968
9183,354.61,14188
9184,354.6,2759
9185,354.6,2909
9186,354.59,2680
9187,354.59,12099
9188,354.59,13928
9189,354.59,14522
9190,354.58,2340
9191,354.57,9653
9192,354.57,16775
9193,354.57,17110
9194,354.56,4605
9195,354.56,13925
9196,354.56,17203
9197,354.55,9590
9198,354.55,15052
9199,354.55,18894
9200,354.55,18899
9201,354.53,2985
9202,354.53,4011
9203,354.53,4374
9204,354.53,6772
9205,354.53,12301
9206,354.53,14885
9207,354.52,2805
9208,354.52,5367
9209,354.51,1737
9210,354.51,9725
9211,354.51,13163
9212,354.51,15395
9213,354.5,8808
9214,354.49,1315
9215,354.49,13829
9216,354.49,15201
9217,354.49,16527
9218,354.48,13414
9219,354.46,12016
9220,354.46,12345
9221,354.45,8153
9222,354.45,9312
9223,354.45,11633
9224,354.45,14173
9225,354.45,14669
9226,354.44,3666
9227,354.42,3688
9228,354.42,13312
9229,354.42,17805
9230,354.41,15433
9231,354.4,2643
9232,354.4,12826
9233,354.39,6044
9234,354.39,15271
9235,354.39,15554
9236,354.38,438
9237,354.38,8708
9238,354.38,12347
9239,354.38,13246
9240,354.37,12801
9241,354.37,16344
9242,354.35,14155
9243,354.34,2479
9244,354.34,15081
9245,354.34,17945
9246,354.34,18622
9247,354.33,11806
9248,354.33,11931
9249,354.32,922
9250,354.32,2531
9251,354.32,14529
9252,354.32,15776
9253,354.31,532
9254,354.31,1618
9255,354.31,4494
9256,354.31,5763
9257,354.3,5153
9258,354.3,12164
9259,354.3,16812
9260,354.29,4188
9261,354.29,8048
9262,354.29,14949
9263,354.28,4660
9264,354.27,709
9265,354.27,2829
9266,354.27,3566
9267,354.27,14133
9268,354.27,16395
9269,354.27,16682
9270,354.27,17427
9271,354.26,993
9272,354.26,4708
9273,354.26,12443
9274,354.26,15815
9275,354.25,337
9276,354.25,3636
9277,354.25,4134
9278,354.25,6131
9279,354.25,12132
9280,354.25,16614
9281,354.25,17980
9282,354.24,16212
9283,354.23,5529
9284,354.23,13703
9285,354.22,10417
9286,354.21,4470
9287,354.21,7787
9288,354.21,7806
9289,354.21,14207
9290,354.2,5543
9291,354.2,17672
9292,354.2,18559
9293,354.18,2033
9294,354.18,6466
9295,354.18,7768
9296,354.18,10166
9297,354.17,5210
9298,354.16,390
9299,354.16,9422
9300,354.15,960
9301,354.15,4640
9302,354.14,4716
9303,354.14,5705
9304,354.14,7751
9305,354.14,11494
9306,354.14,17771
9307,354.13,18373
9308,354.12,5571
9309,354.12,6816
9310,354.11,5845
9311,354.11,6016
9312,354.1,4516
9313,354.1,9563
9314,354.1,12887
9315,354.1,12912
9316,354.09,5180
9317,354.09,13117
9318,354.09,15323
9319,354.08,8373
9320,354.06,3196
9321,354.06,5490
9322,354.06,7736
9323,354.05,15675
9324,354.04,1135
9325,354.04,2013
9326,354.04,2825
9327,354.04,11182
9328,354.04,16196
9329,354.03,17830
9330,354.03,18693
9331,354.02,1770
9332,354.02,5365
9333,354.01,1199
9334,354.01,3659
9335,354.01,9898
9336,354.01,14776
9337,354.0,2532
9338,353.99,7944
9339,353.99,17599
9340,353.98,9690
9341,353.97,15343
9342,353.96,3920
9343,353.96,4780
9344,353.96,11942
9345,353.96,14830
9346,353.95,1050
9347,353.94,9303
9348,353.93,11797
9349,353.93,14198
9350,353.93,18783
9351,353.92,16298
9352,353.91,537
9353,353.91,617
9354,353.91,7747
9355,353.91,12602
9356,353.91,16400
9357,353.9,18724
9358,353.89,12380
9359,353.89,12677
9360,353.89,13453
9361,353.89,15164
9362,353.87,3379
9363,353.87,4150
9364,353.87,12147
9365,353.86,4990
9366,353.86,8311
9367,353.86,18625
9368,353.85,314
9369,353.85,1046
9370,353.85,2298
9371,353.85,9076
9372,353.85,11731
9373,353.85,14902
9374,353.84,1439
9375,353.84,8251
9376,353.84,9246
9377,353.83,8307
9378,353.83,11628
9379,353.83,13889
9380,353.83,15427
9381,353.82,2617
9382,353.82,6513
9383,353.82,8882
9384,353.81,4299
9385,353.81,9779
9386,353.81,13660
9387,353.81,15779
9388,353.8,2700
9389,353.8,8062
9390,353.79,2045
9391,353.79,6702
9392,353.78,4539
9393,353.78,9045
9394,353.78,17819
9395,353.77,201
9396,353.77,4551
9397,353.77,5079
9398,353.77,12962
9399,353.77,15037
9400,353.76,51
9401,353.76,4512
9402,353.76,6150
9403,353.76,8255
9404,353.76,10295
9405,353.75,16740
9406,353.74,8185
9407,353.74,10217
9408,353.74,11790
9409,353.74,12426
9410,353.73,3383
9411,353.73,8402
9412,353.73,12992
9413,353.72,5491
9414,353.72,5715
9415,353.72,8396
9416,353.71,1899
9417,353.71,5181
9418,353.71,6407
9419,353.7,3663
9420,353.7,9550
9421,353.69,3199
9422,353.67,49
9423,353.67,2333
9424,353.67,13929
9425,353.66,15756
9426,353.65,553
9427,353.65,10826
9428,353.64,865
9429,353.64,5702
9430,353.63,10807
9431,353.63,12930
9432,353.63,14136
9433,353.63,17365
9434,353.62,1804
9435,353.61,15606
9436,353.61,17750
9437,353.6,6011
9438,353.59,15570
9439,353.57,14846
9440,353.57,15349
9441,353.56,904
9442,353.55,4750
9443,353.55,6709
9444,353.55,10331
9445,353.53,15904
9446,353.52,7232
9447,353.52,13583
9448,353.51,16265
9449,353.5,15691
9450,353.49,3915
9451,353.49,9907
9452,353.49,13403
9453,353.48,8095
9454,353.47,2205
9455,353.47,7542
9456,353.47,13242
9457,353.47,13604
9458,353.47,18866
9459,353.46,3563
9460,353.46,11546
9461,353.46,13986
9462,353.45,12100
9463,353.44,790
9464,353.44,13134
9465,353.43,13536
9466,353.43,16998
9467,353.42,6365
9468,353.42,14540
9469,353.41,267
9470,353.41,2955
9471,353.41,13543
9472,353.41,13595
9473,353.4,2020
9474,353.4,13491
9475,353.4,13917
9476,353.39,12540
9477,353.38,2835
9478,353.37,1909
9479,353.37,2211
9480,353.37,7184
9481,353.37,16569
9482,353.36,2748
9483,353.36,6317
9484,353.36,10033
9485,353.36,11096
9486,353.36,14476
9487,353.35,3220
9488,353.35,8221
9489,353.35,13938
9490,353.34,4048
9491,353.34,11147
9492,353.33,2234
9493,353.33,12865
9494,353.33,14203
9495,353.32,2705
9496,353.32,10115
9497,353.32,15286
9498,353.31,17207
9499,353.3,5274
9500,353.3,8685
9501,353.29,180
9502,353.29,10170
9503,353.29,13850
9504,353.28,9291
9505,353.28,11038
9506,353.27,756
9507,353.27,4442
9508,353.27,8204
9509,353.26,1244
9510,353.26,9693
9511,353.26,16704
9512,353.25,2188
9513,353.24,2066
9514,353.24,11247
9515,353.23,508
9516,353.23,2343
9517,353.23,4956
9518,353.23,9058
9519,353.22,10131
9520,353.22,14016
9521,353.21,862
9522,353.21,4400
9523,353.21,10098
9524,353.2,4762
9525,353.2,8596
9526,353.19,8102
9527,353.18,7586
9528,353.17,7327
9529,353.16,1384
9530,353.16,2354
9531,353.16,16494
9532,353.15,7426
9533,353.15,13247
9534,353.15,16692
9535,353.14,9793
9536,353.14,13639
9537,353.13,1427
9538,353.12,2536
9539,353.12,3370
9540,353.12,4947
9541,353.12,12106
9542,353.11,1129
9543,353.11,9676
9544,353.1,1586
9545,353.1,2606
9546,353.1,6721
9547,353.09,9966
9548,353.09,13189
9549,353.09,15048
9550,353.08,8258
9551,353.08,9780
9552,353.08,10780
9553,353.07,13249
9554,353.07,14700
9555,353.07,15862
9556,353.07,16773
9557,353.06,2090
9558,353.06,6684
9559,353.06,7289
9560,353.06,12586
9561,353.05,10505
9562,353.04,7057
9563,353.04,11967
9564,353.04,13913
9565,353.04,14372
9566,353.03,2147
9567,353.03,13059
9568,353.03,18676
9569,353.01,3922
9570,353.01,12069
9571,353.0,4280
9572,352.98,5319
9573,352.98,9746
9574,352.98,15516
9575,352.98,18381
9576,352.97,2334
9577,352.96,1725
9578,352.96,3448
9579,352.96,12402
9580,352.96,12854
9581,352.95,734
9582,352.95,6476
9583,352.95,6818
9584,352.95,15634
9585,352.94,3443
9586,352.94,4766
9587,352.93,12919
9588,352.92,12785
9589,352.92,15679
9590,352.91,7108
9591,352.91,10026
9592,352.91,10061
9593,352.91,13978
9594,352.91,15521
9595,352.9,530
9596,352.9,10711
9597,352.9,13856
9598,352.9,17573
9599,352.85,1875
9600,352.85,2195
9601,352.85,11917
9602,352.85,12185
9603,352.85,15231
9604,352.84,4727
9605,352.84,8296
9606,352.84,9658
9607,352.83,12890
9608,352.81,9047
9609,352.81,18030
9610,352.8,4671
9611,352.8,7898
9612,352.8,12547
9613,352.8,15995
9614,352.79,11941
9615,352.79,14090
9616,352.78,7878
9617,352.78,15884
9618,352.76,4618
9619,352.74,17643
9620,352.73,39
9621,352.72,1035
9622,352.71,14656
9623,352.7,4980
9624,352.68,4081
9625,352.68,17214
9626,352.67,1855
9627,352.67,5311
9628,352.67,12763
9629,352.67,14576
9630,352.66,6379
9631,352.66,7624
9632,352.65,2454
9633,352.65,7757
9634,352.65,11875
9635,352.64,7365
9636,352.63,10771
9637,352.63,12716
9638,352.62,15436
9639,352.61,11507
9640,352.6,2557
9641,352.59,16439
9642,352.57,280
9643,352.57,2291
9644,352.57,4460
9645,352.57,5098
9646,352.57,6940
9647,352.57,7973
9648,352.57,12958
9649,352.57,14070
9650,352.56,8023
9651,352.55,3598
9652,352.55,6239
9653,352.55,9345
9654,352.55,9783
9655,352.54,2662
9656,352.54,5330
9657,352.53,1104
9658,352.53,7492
9659,352.53,11387
9660,352.53,13030
9661,352.52,2908
9662,352.52,10035
9663,352.52,10611
9664,352.51,123
9665,352.51,3007
9666,352.51,4529
9667,352.5,11000
9668,352.5,11923
9669,352.5,12022
9670,352.5,16470
9671,352.49,3051
9672,352.49,5336
9673,352.49,7273
9674,352.49,14845
9675,352.49,17516
9676,352.48,6778
9677,352.48,7503
9678,352.47,8642
9679,352.46,9830
9680,352.45,6068
9681,352.45,17989
9682,352.45,18755
9683,352.44,9042
9684,352.44,17004
9685,352.43,2428
9686,352.43,2483
9687,352.43,8867
9688,352.43,12666
9689,352.43,13344
9690,352.42,3382
9691,352.42,5679
9692,352.42,15635
9693,352.4,5286
9694,352.4,16468
9695,352.39,2622
9696,352.39,5898
9697,352.39,14048
9698,352.38,4840
9699,352.38,14648
9700,352.38,15014
9701,352.38,18631
9702,352.37,4927
9703,352.37,9776
9704,352.35,3866
9705,352.35,12522
9706,352.35,12809
9707,352.33,2093
9708,352.33,18378
9709,352.32,4159
9710,352.32,8787
9711,352.32,11483
9712,352.32,15546
9713,352.32,15618
9714,352.32,16686
9715,352.32,17045
9716,352.31,2136
9717,352.31,12858
9718,352.3,134
9719,352.3,5888
9720,352.3,8921
9721,352.3,13953
9722,352.29,1000
9723,352.29,2219
9724,352.29,5242
9725,352.29,10903
9726,352.28,12316
9727,352.28,12368
9728,352.28,14006
9729,352.27,14091
9730,352.27,14588
9731,352.27,17642
9732,352.26,6804
9733,352.26,8076
9734,352.26,9521
9735,352.26,11055
9736,352.26,13834
9737,352.26,17372
9738,352.25,12430
9739,352.25,18555
9740,352.24,3313
9741,352.24,7344
9742,352.24,10734
9743,352.23,2476
9744,352.23,8663
9745,352.23,13501
9746,352.23,14212
9747,352.22,385
9748,352.22,961
9749,352.22,1043
9750,352.22,12701
9751,352.22,18517
9752,352.21,17786
9753,352.2,15591
9754,352.19,8859
9755,352.18,7911
9756,352.18,11043
9757,352.17,5164
9758,352.17,6219
9759,352.16,968
9760,352.16,8665
9761,352.16,9024
9762,352.16,13880
9763,352.15,389
9764,352.15,1983
9765,352.15,4020
9766,352.15,12509
9767,352.14,9998
9768,352.14,14771
9769,352.14,15055
9770,352.13,3500
9771,352.13,4719
9772,352.13,13447
9773,352.12,1592
9774,352.11,11295
9775,352.11,16977
9776,352.1,15966
9777,352.09,1852
9778,352.09,6436
9779,352.09,15891
9780,352.08,4002
9781,352.08,11845
9782,352.08,13858
9783,352.08,17757
9784,352.07,16972
9785,352.06,328
9786,352.05,668
9787,352.05,10736
9788,352.05,11648
9789,352.05,16814
9790,352.04,3832
9791,352.04,8884
9792,352.03,4277
9793,352.03,5786
9794,352.03,15104
9795,352.02,7742
9796,352.01,1625
9797,352.01,17438
9798,352.0,8472
9799,352.0,9628
9800,352.0,10279
9801,352.0,17460
9802,351.99,983
9803,351.99,8448
9804,351.99,12945
9805,351.98,661
9806,351.98,2750
9807,351.98,9619
9808,351.98,11128
9809,351.97,5113
9810,351.97,9600
9811,351.95,9357
9812,351.95,12234
9813,351.94,5024
9814,351.94,10248
9815,351.93,631
9816,351.93,5805
9817,351.93,12197
9818,351.93,18341
9819,351.93,18707
9820,351.92,3225
9821,351.92,6569
9822,351.92,14528
9823,351.92,17334
9824,351.91,11841
9825,351.91,15090
9826,351.9,127
9827,351.9,352
9828,351.9,14215
9829,351.89,2127
9830,351.89,18859
9831,351.88,6041
9832,351.88,8471
9833,351.88,15307
9834,351.88,16697
9835,351.87,9769
9836,351.87,13554
9837,351.87,18842
9838,351.85,741
9839,351.84,2874
9840,351.84,4563
9841,351.83,3468
9842,351.83,7002
9843,351.83,8368
9844,351.83,11708
9845,351.83,18122
9846,351.82,2068
9847,351.82,4457
9848,351.82,7620
9849,351.81,11787
9850,351.81,16504
9851,351.8,2365
9852,351.8,10629
9853,351.79,9738
9854,351.79,13245
9855,351.78,4862
9856,351.76,4341
9857,351.76,7211
9858,351.76,13273
9859,351.76,17847
9860,351.75,596
9861,351.75,1083
9862,351.75,4389
9863,351.75,6178
9864,351.74,2381
9865,351.73,10632
9866,351.72,509
9867,351.72,4298
9868,351.71,400
9869,351.71,7683
9870,351.7,3258
9871,351.7,15413
9872,351.69,3585
9873,351.69,5201
9874,351.69,8930
9875,351.69,10974
9876,351.69,11396
9877,351.69,18604
9878,351.67,2287
9879,351.67,13037
9880,351.66,7368
9881,351.66,17499
9882,351.65,12512
9883,351.65,17976
9884,351.64,2919
9885,351.64,11555
9886,351.63,1642
9887,351.63,17996
9888,351.62,10389
9889,351.62,14346
9890,351.62,15657
9891,351.62,17356
9892,351.61,1073
9893,351.61,18242
9894,351.6,1573
9895,351.6,8825
9896,351.6,9341
9897,351.59,246
9898,351.59,18392
9899,351.58,8796
9900,351.57,10058
9901,351.56,1263
9902,351.56,15531
9903,351.55,6050
9904,351.55,11493
9905,351.55,12012
9906,351.54,2965
9907,351.54,5291
9908,351.54,12934
9909,351.53,4303
9910,351.53,12544
9911,351.52,10093
9912,351.51,3331
9913,351.51,4278
9914,351.51,6751
9915,351.51,15143
9916,351.5,3038
9917,351.5,11413
9918,351.5,14019
9919,351.5,14795
9920,351.48,10064
9921,351.48,12371
9922,351.47,269
9923,351.47,1421
9924,351.47,2111
9925,351.47,4388
9926,351.45,13027
9927,351.45,15474
9928,351.44,1945
9929,351.44,12158
9930,351.44,12886
9931,351.44,17197
9932,351.43,1374
9933,351.43,10959
9934,351.43,14641
9935,351.43,17530
9936,351.43,18367
9937,351.42,670
9938,351.42,6958
9939,351.42,7458
9940,351.41,5135
9941,351.41,7518
9942,351.41,7658
9943,351.41,15685
9944,351.41,18425
9945,351.4,767
9946,351.39,9527
9947,351.39,12629
9948,351.39,18052
9949,351.38,1481
9950,351.38,3241
9951,351.38,3465
9952,351.38,3750
9953,351.38,10622
9954,351.36,5579
9955,351.36,11913
9956,351.34,5229
9957,351.34,10354
9958,351.33,12362
9959,351.32,16384
9960,351.32,17414
9961,351.31,5352
9962,351.31,14406
9963,351.3,1784
9964,351.3,2145
9965,351.3,6350
9966,351.3,13190
9967,351.29,6368
9968,351.29,13549
9969,351.28,5834
9970,351.27,4061
9971,351.27,5640
9972,351.27,11968
9973,351.26,5273
9974,351.26,9515
9975,351.26,18280
9976,351.25,1841
9977,351.25,2197
9978,351.25,4432
9979,351.25,5971
9980,351.25,9324
9981,351.24,3613
9982,351.24,7473
9983,351.23,15724
9984,351.23,16935
9985,351.22,2933
9986,351.22,10551
9987,351.22,13828
9988,351.22,14420
9989,351.21,3381
9990,351.2,1330
9991,351.2,11398
9992,351.19,17303
9993,351.18,372
9994,351.18,1926
9995,351.18,3777
9996,351.18,8225
9997,351.18,9992
9998,351.17,238
9999,351.17,3480
10000,351.17,10071
10001,351.17,10715
10002,351.16,1643
10003,351.16,6247
10004,351.16,9218
10005,351.16,10364
10006,351.15,12421
10007,351.14,7111
10008,351.14,7771
10009,351.14,8415
10010,351.14,11486
10011,351.14,13591
10012,351.14,14354
10013,351.13,2273
10014,351.13,4222
10015,351.13,12920
10016,351.13,16065
10017,351.12,14584
10018,351.11,678
10019,351.1,1122
10020,351.1,3875
10021,351.1,4390
10022,351.1,4606
10023,351.09,5303
10024,351.08,13193
10025,351.08,17001
10026,351.08,17761
10027,351.07,2773
10028,351.06,7012
10029,351.06,16156
10030,351.05,798
10031,351.05,1491
10032,351.05,2425
10033,351.04,8568
10034,351.04,16105
10035,351.03,4075
10036,351.03,4112
10037,351.03,6996
10038,351.03,15949
10039,351.02,3674
10040,351.0,1519
10041,351.0,7145
10042,350.98,7073
10043,350.98,17748
10044,350.97,7185
10045,350.97,9433
10046,350.97,18578
10047,350.96,9299
10048,350.96,11460
10049,350.95,14412
10050,350.95,18525
10051,350.91,3628
10052,350.91,16557
10053,350.9,14889
10054,350.9,14991
10055,350.9,18733
10056,350.89,1225
10057,350.89,5891
10058,350.88,2861
10059,350.88,4397
10060,350.88,9814
10061,350.88,13796
10062,350.87,5165
10063,350.87,12202
10064,350.87,15896
10065,350.87,16688
10066,350.86,665
10067,350.86,15262
10068,350.85,12358
10069,350.84,7224
10070,350.84,11436
10071,350.83,320
10072,350.83,8970
10073,350.83,13495
10074,350.83,14276
10075,350.83,16554
10076,350.83,18956
10077,350.82,6875
10078,350.82,7410
10079,350.82,7998
10080,350.82,17350
10081,350.81,94
10082,350.81,1819
10083,350.81,9584
10084,350.81,10803
10085,350.8,10443
10086,350.8,14270
10087,350.8,18739
10088,350.79,3150
10089,350.78,6481
10090,350.78,7271
10091,350.78,18011
10092,350.78,18745
10093,350.77,1785
10094,350.77,6586
10095,350.77,8669
10096,350.77,13579
10097,350.76,16484
10098,350.76,16815
10099,350.75,2813
10100,350.74,15869
10101,350.73,281
